Omega_over_gamma,Delta_over_gamma,low_rank_winner,low_rank_min,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.2,0.10833333333333334,1,0.09148147556690203,3,0.2943777108671528,0.20289623530025078,1
0.2,0.11066666666666666,1,0.09115824710858217,3,0.2949328618186713,0.20377461471008912,1
0.2,0.113,1,0.09083154297323795,3,0.295500263251259,0.20466872027802105,1
0.2,0.11533333333333333,1,0.09050150802720688,3,0.29607992501104125,0.20557841698383436,1
0.2,0.11766666666666666,1,0.09016828508519253,3,0.29667185510698235,0.20650357002178982,1
0.2,0.12,1,0.08983201482598543,3,0.2972760595435818,0.2074440447175964,1
0.20500000000000002,0.05,1,0.10461608011738015,3,0.28582961684671093,0.18121353672933077,1
0.20500000000000002,0.052333333333333336,1,0.10440529601739643,3,0.2860723902440438,0.18166709422664737,1
0.20500000000000002,0.05466666666666667,1,0.10418635019163758,3,0.28632635065371365,0.18214000046207607,1
0.20500000000000002,0.057,1,0.10395941542303902,3,0.2865915123869031,0.1826320969638641,1
0.20500000000000002,0.059333333333333335,1,0.10372466791194399,3,0.28686789010629343,0.18314322219434945,1
0.20500000000000002,0.06166666666666667,1,0.10348228688442715,3,0.2871554987873998,0.18367321190297267,1
0.20500000000000002,0.064,1,0.10323245420667404,3,0.2874543536774941,0.18422189947082007,1
0.20500000000000002,0.06633333333333333,1,0.10297535400680266,3,0.28776447025203306,0.1847891162452304,1
0.20500000000000002,0.06866666666666667,1,0.10271117230539237,3,0.28808586416846527,0.1853746918630729,1
0.20500000000000002,0.07100000000000001,1,0.10244009665585224,3,0.2884185512173318,0.18597845456147954,1
0.20500000000000002,0.07333333333333333,1,0.10216231579564389,3,0.2887625472705541,0.18660023147491023,1
0.20500000000000002,0.07566666666666666,1,0.10187801930924442,3,0.28911786822677427,0.18723984891752984,1
0.20500000000000002,0.078,1,0.10158739730360847,3,0.2894845299536598,0.18789713265005134,1
0.20500000000000002,0.08033333333333334,1,0.10129064009677285,3,0.2898625482270275,0.18857190813025465,1
0.20500000000000002,0.08266666666666667,1,0.10098793792012464,3,0.2902519386666955,0.18926400074657088,1
0.20500000000000002,0.08499999999999999,1,0.1006794806347466,3,0.2906527166689088,0.1899732360341622,1
