Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,low_rank_min,low_rank_winner,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.215,0.099,0.11180515482391434,0.284031182417252,0.11180515482391434,1,3,0.29553834290377123,0.1837331880798569,1
0.215,0.10075,0.11148076735640572,0.2847591743052847,0.11148076735640572,1,3,0.29586476806559087,0.18438400070918515,1
0.215,0.1025,0.11115379545822365,0.2855034919464183,0.11115379545822365,1,3,0.2961969897709355,0.18504319431271185,1
0.215,0.10425,0.11082434013984352,0.2862643174362453,0.11082434013984352,1,3,0.29653500891567697,0.18571066877583345,1
0.215,0.106,0.11049250081825421,0.2870418333067579,0.11049250081825421,1,3,0.2968788261194084,0.1863863253011542,1
0.215,0.10775,0.11015837528948091,0.28783622197077197,0.11015837528948091,1,3,0.2972284417078393,0.18707006641835838,1
0.215,0.1095,0.10982205970494091,0.28864766509715284,0.10982205970494091,1,3,0.2975838556947109,0.18776179598977,1
0.215,0.11124999999999999,0.10948364855145307,0.2894763429105262,0.10948364855145307,1,3,0.29794506776319835,0.18846141921174528,1
0.215,0.113,0.10914323463472317,0.29032243340876435,0.10914323463472317,1,3,0.2983120772468163,0.18916884261209313,1
0.215,0.11474999999999999,0.10880090906612835,0.29118611149131224,0.10880090906612835,1,3,0.29868488310982644,0.18988397404369808,1
0.215,0.11649999999999999,0.10845676125262521,0.2920675479911003,0.10845676125262521,1,3,0.2990634839271304,0.19060672267450518,1
0.215,0.11825,0.10811087888960963,0.29296690860267033,0.10811087888960963,1,3,0.29944787786365235,0.19133699897404272,1
0.215,0.12,0.10776334795656217,0.293884352699006,0.10776334795656217,1,3,0.2998380626532061,0.19207471469664394,1
0.21875,0.05,0.125554404769798,0.26996183841147947,0.125554404769798,1,3,0.28987204133667815,0.16431763656688014,1
0.21875,0.051750000000000004,0.12532358353165973,0.27028378928233476,0.12532358353165973,1,3,0.29003184254063147,0.16470825900897174,1
0.21875,0.053500000000000006,0.12508642748289453,0.27061757925158825,0.12508642748289453,1,3,0.2901971689074066,0.16511074142451207,1
0.21875,0.05525,0.12484307509149989,0.2709632878609747,0.12484307509149989,1,3,0.2903680229701446,0.1655249478786447,1
0.21875,0.057,0.12459366598859009,0.2713209975803275,0.12459366598859009,1,3,0.2905444072881905,0.16595074129960039,1
0.21875,0.058750000000000004,0.1243383407482386,0.27169079382319355,0.1243383407482386,1,3,0.29072632444104624,0.16638798369280763,1
0.21875,0.0605,0.12407724067388837,0.2720727649603854,0.12407724067388837,1,3,0.2909137770220582,0.1668365363481698,1
