Omega_over_gamma,Delta_star_over_gamma,g_at_star,gap1_star,gap2_star,Delta_k1_side,gap1_k1_side,gap2_k1_side,winner_k1_side,Delta_k2_side,gap1_k2_side,gap2_k2_side,winner_k2_side,eta
0.26498,0.07702765904515982,-2.404743071338089e-13,0.2796644406293623,0.2796644406291218,0.07699765904515982,0.2796272801286163,0.27965877879663537,1,0.07705765904515982,0.2797016681422501,0.2796701047465709,2,3e-05
0.2649825,0.07702928002178669,8.838485499040871e-13,0.2796650147835216,0.2796650147844055,0.07699928002178669,0.27962785472922697,0.2796593529408591,1,0.07705928002178669,0.27970224184549797,0.27967067891286634,2,3e-05
0.264985,0.07703090102374555,-7.910894161966553e-13,0.2796655889473021,0.279665588946511,0.07700090102374554,0.2796284293394474,0.27965992709190357,1,0.07706090102374555,0.27970281555837806,0.27967125308598606,2,3e-05
0.2649875,0.07703252204656602,-5.676015213396113e-13,0.27966616311516146,0.27966616311459386,0.07700252204656602,0.2796290039537459,0.2796605012489255,1,0.07706252204656602,0.27970338927533556,0.27967182726508294,2,3e-05
0.26499,0.07703414309173826,-9.048317650695026e-15,0.27966673728894476,0.2796667372889357,0.07700414309173825,0.2796295785739647,0.2796610754122057,1,0.07706414309173826,0.27970396299822275,0.2796724014504392,2,3e-05
0.2649925,0.07703576416075228,-6.812328479099961e-13,0.27966731147049995,0.2796673114698187,0.07700576416075228,0.2796301532019498,0.27966164958202666,1,0.07706576416075228,0.27970453672888956,0.279672975642335,2,3e-05
0.264995,0.077037385250628,5.470623953840459e-13,0.27966788565613215,0.2796678856566792,0.077007385250628,0.2796307278340109,0.27966222375782546,1,0.077067385250628,0.2797051104636339,0.2796735498402101,2,3e-05
0.2649975,0.07703900636434555,5.438427486126329e-13,0.2796684598495361,0.27966845985007993,0.07700900636434554,0.27963130247383666,0.2796627979401639,1,0.07706900636434555,0.279705684206157,0.2796741240446242,2,3e-05
0.265,0.07704062750041485,8.753553437657047e-13,0.27966903404886295,0.2796690340497383,0.07701062750041485,0.2796318771195818,0.27966337212876163,1,0.07707062750041485,0.27970625795460774,0.2796746982552993,2,3e-05
0.26500250000000003,0.07704224866032602,-2.2815083156046967e-14,0.27966960825596193,0.2796696082559391,0.07701224866032602,0.2796324517730909,0.279663946323898,1,0.07707224866032603,0.279706831710837,0.27967527247251395,2,3e-05
0.265005,0.07704386984109879,9.80271419592782e-13,0.27967018246713626,0.27967018246811653,0.07701386984109879,0.27963302643067456,0.279664520525013,1,0.07707386984109879,0.27970740547114226,0.27967584669570683,2,3e-05
0.2650075,0.07704549104571345,7.545075675352564e-13,0.2796707566860805,0.279670756686835,0.07701549104571345,0.2796336010960233,0.27966509473266804,1,0.07707549104571346,0.27970797923922547,0.2796764209254401,2,3e-05
